1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	14	0
1	15	0
1	17	0
1	18	0
1	23	0
1	28	0
1	36	0
1	37	0
1	45	0
1	46	0
1	47	0
1	48	0
1	49	0
1	52	0
1	55	0
1	61	0
1	62	0
1	73	0
1	76	0
1	78	0
1	80	0
1	82	0
1	85	0
1	86	0
1	89	0
1	90	0
1	93	0
1	94	0
1	96	0
1	102	0
1	103	0
1	106	0
1	110	0
1	116	0
1	117	0
1	118	0
1	121	0
1	123	0
1	124	0
1	126	0
1	129	0
1	132	0
1	137	0
1	140	0
1	149	0
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
2	8	1
2	13	0
2	15	0
2	19	0
2	20	0
2	22	0
2	24	0
2	28	0
2	29	0
2	32	0
2	33	0
2	36	0
2	38	0
2	46	0
2	47	0
2	51	0
2	57	0
2	58	0
2	59	0
2	60	0
2	62	0
2	63	0
2	64	0
2	70	0
2	73	0
2	75	0
2	76	0
2	78	0
2	83	0
2	88	0
2	91	0
2	92	0
2	93	0
2	95	0
2	96	0
2	97	0
2	98	0
2	100	0
2	102	0
2	107	0
2	111	0
2	112	0
2	113	0
2	117	0
2	118	0
2	119	0
2	121	0
2	122	0
2	125	0
2	129	0
2	130	0
2	132	0
2	138	0
2	140	0
2	144	0
2	145	0
2	146	0
2	148	0
3	4	1
3	5	1
3	6	1
3	7	1
3	8	1
3	9	0
3	16	0
3	17	0
3	32	0
3	33	0
3	34	0
3	42	0
3	43	0
3	47	0
3	48	0
3	51	0
3	55	0
3	56	0
3	62	0
3	64	0
3	67	0
3	69	0
3	72	0
3	74	0
3	79	0
3	84	0
3	87	0
3	90	0
3	92	0
3	96	0
3	97	0
3	101	0
3	104	0
3	111	0
3	118	0
3	119	0
3	121	0
3	122	0
3	123	0
3	125	0
3	128	0
3	130	0
3	131	0
3	134	0
3	135	0
3	139	0
3	142	0
4	5	1
4	6	1
4	7	1
4	8	1
4	9	0
4	10	0
4	13	0
4	19	0
4	20	0
4	21	0
4	22	0
4	24	0
4	32	0
4	39	0
4	40	0
4	42	0
4	45	0
4	48	0
4	55	0
4	58	0
4	60	0
4	63	0
4	66	0
4	68	0
4	70	0
4	71	0
4	73	0
4	74	0
4	76	0
4	79	0
4	83	0
4	87	0
4	89	0
4	93	0
4	95	0
4	96	0
4	97	0
4	99	0
4	100	0
4	102	0
4	104	0
4	105	0
4	108	0
4	111	0
4	117	0
4	122	0
4	127	0
4	128	0
4	129	0
4	131	0
4	138	0
4	144	0
4	145	0
5	6	1
5	7	1
5	8	1
5	11	0
5	19	0
5	22	0
5	29	0
5	36	0
5	37	0
5	39	0
5	44	0
5	51	0
5	56	0
5	59	0
5	63	0
5	65	0
5	66	0
5	68	0
5	73	0
5	74	0
5	78	0
5	87	0
5	97	0
5	102	0
5	103	0
5	104	0
5	105	0
5	111	0
5	113	0
5	122	0
5	123	0
5	127	0
5	128	0
5	131	0
5	132	0
5	136	0
5	137	0
5	139	0
5	140	0
5	141	0
5	142	0
5	144	0
5	145	0
5	147	0
5	149	0
5	150	0
6	7	1
6	8	1
6	13	0
6	15	0
6	16	0
6	17	0
6	24	0
6	36	0
6	37	0
6	50	0
6	53	0
6	55	0
6	58	0
6	62	0
6	64	0
6	66	0
6	67	0
6	73	0
6	74	0
6	81	0
6	83	0
6	88	0
6	90	0
6	92	0
6	93	0
6	95	0
6	96	0
6	104	0
6	105	0
6	106	0
6	107	0
6	108	0
6	113	0
6	115	0
6	117	0
6	126	0
6	127	0
6	132	0
6	133	0
6	139	0
6	142	0
6	143	0
6	144	0
6	146	0
6	149	0
7	8	1
7	9	0
7	11	0
7	15	0
7	17	0
7	18	0
7	21	0
7	22	0
7	28	0
7	36	0
7	38	0
7	41	0
7	47	0
7	50	0
7	59	0
7	61	0
7	65	0
7	66	0
7	68	0
7	73	0
7	74	0
7	75	0
7	76	0
7	77	0
7	79	0
7	80	0
7	83	0
7	84	0
7	86	0
7	93	0
7	94	0
7	95	0
7	99	0
7	107	0
7	109	0
7	110	0
7	112	0
7	121	0
7	124	0
7	125	0
7	126	0
7	128	0
7	136	0
7	138	0
7	139	0
7	140	0
7	143	0
7	145	0
7	148	0
8	9	0
8	11	0
8	12	0
8	14	0
8	17	0
8	22	0
8	25	0
8	26	0
8	30	0
8	34	0
8	36	0
8	37	0
8	39	0
8	40	0
8	46	0
8	48	0
8	49	0
8	50	0
8	52	0
8	58	0
8	61	0
8	63	0
8	64	0
8	67	0
8	70	0
8	72	0
8	74	0
8	76	0
8	79	0
8	81	0
8	85	0
8	89	0
8	90	0
8	93	0
8	94	0
8	98	0
8	102	0
8	110	0
8	113	0
8	114	0
8	117	0
8	121	0
8	122	0
8	123	0
8	125	0
8	128	0
8	133	0
8	136	0
8	137	0
8	138	0
8	139	0
8	141	0
8	142	0
8	144	0
8	148	0
9	10	1
9	11	1
9	12	1
9	13	1
9	14	1
9	15	1
9	16	1
9	17	1
9	18	1
9	19	1
9	20	1
9	21	1
9	22	1
9	24	0
9	26	0
9	27	0
9	30	0
9	32	0
9	33	0
9	34	0
9	36	0
9	38	0
9	39	0
9	45	0
9	47	0
9	50	0
9	51	0
9	52	0
9	55	0
9	56	0
9	60	0
9	62	0
9	63	0
9	70	0
9	71	0
9	74	0
9	77	0
9	82	0
9	87	0
9	88	0
9	89	0
9	92	0
9	94	0
9	97	0
9	103	0
9	105	0
9	108	0
9	112	0
9	113	0
9	126	0
9	127	0
9	128	0
9	132	0
9	135	0
9	136	0
9	139	0
9	142	0
9	143	0
9	145	0
9	148	0
10	11	1
10	12	1
10	13	1
10	14	1
10	15	1
10	16	1
10	17	1
10	18	1
10	19	1
10	20	1
10	21	1
10	22	1
10	30	0
10	32	0
10	35	0
10	36	0
10	40	0
10	43	0
10	47	0
10	48	0
10	49	0
10	50	0
10	57	0
10	59	0
10	63	0
10	68	0
10	69	0
10	76	0
10	80	0
10	81	0
10	85	0
10	87	0
10	88	0
10	91	0
10	107	0
10	108	0
10	110	0
10	113	0
10	114	0
10	115	0
10	118	0
10	120	0
10	125	0
10	126	0
10	127	0
10	129	0
10	130	0
10	132	0
10	145	0
10	147	0
11	12	1
11	13	1
11	14	1
11	15	1
11	16	1
11	17	1
11	18	1
11	19	1
11	20	1
11	21	1
11	22	1
11	23	0
11	26	0
11	27	0
11	30	0
11	37	0
11	39	0
11	40	0
11	44	0
11	45	0
11	47	0
11	48	0
11	51	0
11	53	0
11	54	0
11	55	0
11	57	0
11	58	0
11	59	0
11	61	0
11	62	0
11	64	0
11	65	0
11	66	0
11	67	0
11	70	0
11	72	0
11	78	0
11	82	0
11	84	0
11	87	0
11	88	0
11	90	0
11	97	0
11	98	0
11	102	0
11	103	0
11	106	0
11	107	0
11	108	0
11	109	0
11	110	0
11	112	0
11	128	0
11	135	0
11	137	0
11	142	0
11	150	0
12	13	1
12	14	1
12	15	1
12	16	1
12	17	1
12	18	1
12	19	1
12	20	1
12	21	1
12	22	1
12	23	0
12	24	0
12	30	0
12	35	0
12	37	0
12	38	0
12	40	0
12	45	0
12	47	0
12	48	0
12	51	0
12	57	0
12	62	0
12	64	0
12	65	0
12	67	0
12	68	0
12	73	0
12	74	0
12	79	0
12	80	0
12	81	0
12	85	0
12	86	0
12	88	0
12	89	0
12	91	0
12	95	0
12	102	0
12	112	0
12	114	0
12	115	0
12	116	0
12	117	0
12	118	0
12	119	0
12	124	0
12	126	0
12	128	0
12	129	0
12	130	0
12	132	0
12	133	0
12	134	0
12	138	0
12	139	0
13	14	1
13	15	1
13	16	1
13	17	1
13	18	1
13	19	1
13	20	1
13	21	1
13	22	1
13	25	0
13	27	0
13	31	0
13	35	0
13	37	0
13	39	0
13	43	0
13	46	0
13	49	0
13	50	0
13	53	0
13	69	0
13	71	0
13	72	0
13	74	0
13	76	0
13	77	0
13	79	0
13	81	0
13	84	0
13	85	0
13	87	0
13	88	0
13	92	0
13	95	0
13	98	0
13	100	0
13	101	0
13	106	0
13	113	0
13	117	0
13	119	0
13	121	0
13	123	0
13	124	0
13	125	0
13	129	0
13	131	0
13	134	0
13	138	0
13	143	0
13	148	0
14	15	1
14	16	1
14	17	1
14	18	1
14	19	1
14	20	1
14	21	1
14	22	1
14	25	0
14	27	0
14	31	0
14	34	0
14	37	0
14	39	0
14	40	0
14	50	0
14	51	0
14	54	0
14	56	0
14	63	0
14	65	0
14	74	0
14	76	0
14	77	0
14	86	0
14	94	0
14	95	0
14	99	0
14	102	0
14	103	0
14	107	0
14	108	0
14	112	0
14	117	0
14	119	0
14	123	0
14	124	0
14	125	0
14	132	0
14	136	0
14	146	0
14	147	0
15	16	1
15	17	1
15	18	1
15	19	1
15	20	1
15	21	1
15	22	1
15	24	0
15	26	0
15	29	0
15	30	0
15	31	0
15	32	0
15	34	0
15	37	0
15	38	0
15	39	0
15	41	0
15	45	0
15	47	0
15	55	0
15	63	0
15	65	0
15	68	0
15	69	0
15	78	0
15	79	0
15	84	0
15	89	0
15	90	0
15	92	0
15	94	0
15	96	0
15	97	0
15	98	0
15	99	0
15	100	0
15	101	0
15	102	0
15	103	0
15	106	0
15	108	0
15	110	0
15	112	0
15	114	0
15	116	0
15	119	0
15	124	0
15	125	0
15	126	0
15	132	0
15	134	0
15	135	0
15	138	0
15	142	0
15	143	0
15	149	0
15	150	0
16	17	1
16	18	1
16	19	1
16	20	1
16	21	1
16	22	1
16	27	0
16	30	0
16	32	0
16	33	0
16	36	0
16	39	0
16	44	0
16	54	0
16	56	0
16	58	0
16	61	0
16	65	0
16	67	0
16	68	0
16	69	0
16	70	0
16	74	0
16	80	0
16	85	0
16	86	0
16	94	0
16	95	0
16	99	0
16	100	0
16	101	0
16	104	0
16	106	0
16	108	0
16	111	0
16	118	0
16	119	0
16	121	0
16	123	0
16	129	0
16	131	0
16	133	0
16	135	0
16	138	0
16	140	0
16	141	0
16	146	0
16	148	0
16	150	0
17	18	1
17	19	1
17	20	1
17	21	1
17	22	1
17	24	0
17	26	0
17	29	0
17	30	0
17	31	0
17	36	0
17	37	0
17	38	0
17	42	0
17	46	0
17	47	0
17	49	0
17	52	0
17	53	0
17	59	0
17	63	0
17	68	0
17	69	0
17	71	0
17	76	0
17	84	0
17	91	0
17	95	0
17	97	0
17	98	0
17	104	0
17	105	0
17	108	0
17	115	0
17	118	0
17	119	0
17	123	0
17	124	0
17	125	0
17	126	0
17	130	0
17	132	0
17	138	0
17	140	0
17	145	0
17	146	0
17	148	0
17	149	0
17	150	0
18	19	1
18	20	1
18	21	1
18	22	1
18	24	0
18	27	0
18	48	0
18	51	0
18	54	0
18	57	0
18	65	0
18	66	0
18	69	0
18	71	0
18	73	0
18	75	0
18	79	0
18	80	0
18	84	0
18	86	0
18	88	0
18	90	0
18	93	0
18	99	0
18	105	0
18	106	0
18	109	0
18	111	0
18	112	0
18	114	0
18	115	0
18	121	0
18	127	0
18	128	0
18	131	0
18	134	0
18	135	0
18	136	0
18	137	0
18	138	0
18	141	0
19	20	1
19	21	1
19	22	1
19	25	0
19	27	0
19	28	0
19	29	0
19	30	0
19	31	0
19	35	0
19	44	0
19	47	0
19	51	0
19	53	0
19	55	0
19	61	0
19	62	0
19	63	0
19	65	0
19	70	0
19	71	0
19	74	0
19	76	0
19	82	0
19	83	0
19	85	0
19	88	0
19	91	0
19	94	0
19	96	0
19	105	0
19	106	0
19	115	0
19	117	0
19	118	0
19	119	0
19	120	0
19	122	0
19	124	0
19	125	0
19	129	0
19	131	0
19	135	0
19	136	0
19	138	0
19	140	0
19	141	0
19	143	0
19	144	0
19	145	0
19	146	0
19	147	0
19	148	0
19	149	0
20	21	1
20	22	1
20	24	0
20	29	0
20	30	0
20	33	0
20	34	0
20	37	0
20	39	0
20	40	0
20	44	0
20	45	0
20	46	0
20	47	0
20	50	0
20	51	0
20	52	0
20	53	0
20	55	0
20	60	0
20	63	0
20	64	0
20	65	0
20	69	0
20	70	0
20	72	0
20	73	0
20	74	0
20	77	0
20	81	0
20	83	0
20	86	0
20	87	0
20	92	0
20	96	0
20	97	0
20	103	0
20	107	0
20	111	0
20	113	0
20	114	0
20	116	0
20	118	0
20	124	0
20	125	0
20	133	0
20	135	0
20	136	0
20	138	0
21	22	1
21	24	0
21	27	0
21	30	0
21	37	0
21	39	0
21	40	0
21	50	0
21	53	0
21	55	0
21	58	0
21	62	0
21	63	0
21	68	0
21	71	0
21	72	0
21	74	0
21	77	0
21	79	0
21	83	0
21	89	0
21	90	0
21	91	0
21	93	0
21	94	0
21	97	0
21	98	0
21	102	0
21	104	0
21	105	0
21	106	0
21	109	0
21	110	0
21	112	0
21	118	0
21	127	0
21	128	0
21	130	0
21	132	0
21	133	0
21	137	0
21	138	0
21	140	0
21	141	0
21	146	0
22	27	0
22	28	0
22	29	0
22	33	0
22	34	0
22	35	0
22	36	0
22	38	0
22	43	0
22	45	0
22	48	0
22	50	0
22	51	0
22	52	0
22	53	0
22	60	0
22	62	0
22	66	0
22	68	0
22	71	0
22	73	0
22	75	0
22	79	0
22	82	0
22	84	0
22	87	0
22	90	0
22	91	0
22	92	0
22	96	0
22	104	0
22	106	0
22	107	0
22	109	0
22	111	0
22	112	0
22	113	0
22	114	0
22	115	0
22	121	0
22	124	0
22	125	0
22	129	0
22	130	0
22	131	0
22	134	0
22	135	0
22	137	0
22	148	0
22	150	0
23	24	1
23	25	1
23	26	1
23	27	1
23	28	1
23	29	1
23	30	1
23	31	1
23	32	1
23	33	1
23	34	1
23	35	1
23	36	1
23	37	1
23	44	0
23	48	0
23	60	0
23	62	0
23	63	0
23	64	0
23	65	0
23	68	0
23	69	0
23	70	0
23	71	0
23	75	0
23	77	0
23	81	0
23	83	0
23	84	0
23	102	0
23	109	0
23	110	0
23	116	0
23	121	0
23	127	0
23	133	0
23	136	0
23	139	0
23	140	0
23	141	0
23	142	0
23	144	0
24	25	1
24	26	1
24	27	1
24	28	1
24	29	1
24	30	1
24	31	1
24	32	1
24	33	1
24	34	1
24	35	1
24	36	1
24	37	1
24	38	0
24	40	0
24	42	0
24	44	0
24	45	0
24	47	0
24	51	0
24	52	0
24	54	0
24	55	0
24	56	0
24	57	0
24	58	0
24	59	0
24	61	0
24	63	0
24	69	0
24	72	0
24	75	0
24	76	0
24	78	0
24	79	0
24	84	0
24	85	0
24	86	0
24	88	0
24	89	0
24	91	0
24	93	0
24	95	0
24	97	0
24	100	0
24	102	0
24	107	0
24	109	0
24	111	0
24	112	0
24	113	0
24	123	0
24	124	0
24	125	0
24	130	0
24	132	0
24	136	0
24	138	0
24	140	0
24	144	0
24	145	0
24	148	0
25	26	1
25	27	1
25	28	1
25	29	1
25	30	1
25	31	1
25	32	1
25	33	1
25	34	1
25	35	1
25	36	1
25	37	1
25	38	0
25	40	0
25	41	0
25	42	0
25	43	0
25	44	0
25	46	0
25	49	0
25	50	0
25	52	0
25	53	0
25	56	0
25	59	0
25	61	0
25	67	0
25	70	0
25	73	0
25	74	0
25	78	0
25	79	0
25	86	0
25	87	0
25	88	0
25	89	0
25	90	0
25	98	0
25	101	0
25	109	0
25	112	0
25	115	0
25	117	0
25	118	0
25	119	0
25	122	0
25	123	0
25	124	0
25	125	0
25	126	0
25	128	0
25	130	0
25	136	0
25	141	0
25	146	0
25	148	0
25	149	0
25	150	0
26	27	1
26	28	1
26	29	1
26	30	1
26	31	1
26	32	1
26	33	1
26	34	1
26	35	1
26	36	1
26	37	1
26	39	0
26	40	0
26	53	0
26	54	0
26	56	0
26	58	0
26	61	0
26	66	0
26	68	0
26	72	0
26	74	0
26	81	0
26	87	0
26	91	0
26	93	0
26	94	0
26	99	0
26	101	0
26	106	0
26	110	0
26	116	0
26	125	0
26	127	0
26	132	0
26	141	0
26	142	0
26	143	0
26	144	0
26	146	0
27	28	1
27	29	1
27	30	1
